R_fighter,B_fighter,R_KD,B_KD,R_SIG_STR_pct,B_SIG_STR_pct,R_TD_pct,B_TD_pct,R_SUB_ATT,B_SUB_ATT,R_PASS,B_PASS,R_REV,B_REV,win_by,last_round,last_round_time,Format,Referee,date,location,Fight_type,Winner,win_by_Decision,win_by_KO,win_by_Submission,win_by_Other,R_SIG_STR._att,R_SIG_STR._landed,B_SIG_STR._att,B_SIG_STR._landed,R_TOTAL_STR._att,R_TOTAL_STR._landed,B_TOTAL_STR._att,B_TOTAL_STR._landed,R_TD_att,R_TD_landed,B_TD_att,B_TD_landed,R_HEAD_att,R_HEAD_landed,B_HEAD_att,B_HEAD_landed,R_BODY_att,R_BODY_landed,B_BODY_att,B_BODY_landed,R_LEG_att,R_LEG_landed,B_LEG_att,B_LEG_landed,R_DISTANCE_att,R_DISTANCE_landed,B_DISTANCE_att,B_DISTANCE_landed,R_CLINCH_att,R_CLINCH_landed,B_CLINCH_att,B_CLINCH_landed,R_GROUND_att,R_GROUND_landed,B_GROUND_att,B_GROUND_landed,weight_class,No_of_rounds,total_time_fought(seconds),total_time_fought(minutes),R_Stance,R_DOB,R_Height,R_Reach,R_Weight,B_Stance,B_DOB,B_Height,B_Reach,B_Weight,R_age,B_age,fight_year
Todd Brown,Tim Boetsch,0,0,0.38,0.53,0.0,0.5,0,1,0,1,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Marcos Rosales,2010-08-07,"Oakland, California, USA",Light Heavyweight Bout,Tim Boetsch,True,False,False,False,72,28,112,60,87,42,163,110,0,0,6,3,46,8,81,35,13,8,21,17,13,12,10,8,60,18,75,35,12,10,23,15,0,0,14,10,Light Heavyweight,3,900,15.0,Orthodox,1976-12-13,180.34,,205.0,Orthodox,1981-01-28,182.88,187.96,185.0,34.0,29.0,2010
Stefan Struve,Christian Morecraft,1,0,0.57,0.5,0.0,1.0,2,1,0,3,0,0,KO/TKO,2,22,3 Rnd (5-5-5),Herb Dean,2010-08-07,"Oakland, California, USA",Heavyweight Bout,Stefan Struve,False,True,False,False,19,11,72,36,20,12,101,60,0,0,1,1,18,10,69,33,0,0,3,3,1,1,0,0,12,5,16,4,0,0,2,1,7,6,54,31,Heavyweight,3,322,5.366666666666666,Orthodox,1988-02-18,210.82,213.36,265.0,Orthodox,1986-09-08,198.12,205.74,260.0,22.0,24.0,2010
Ben Saunders,Dennis Hallman,0,0,0.66,0.5,0.0,0.5,1,0,0,4,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Marcos Rosales,2010-08-07,"Oakland, California, USA",Welterweight Bout,Dennis Hallman,True,False,False,False,45,30,55,28,72,54,132,96,0,0,6,3,30,17,49,24,15,13,2,1,0,0,4,3,34,20,14,3,11,10,8,4,0,0,33,21,Welterweight,3,900,15.0,Orthodox,1983-04-13,187.96,195.58,170.0,Orthodox,1975-12-02,175.26,182.88,155.0,27.0,35.0,2010
Jon Jones,Vladimir Matyushenko,0,0,0.93,0.0,1.0,0.0,0,0,2,0,0,0,KO/TKO,1,112,3 Rnd (5-5-5),Herb Dean,2010-08-01,"San Diego, California, USA",Light Heavyweight Bout,Jon Jones,False,True,False,False,16,15,5,0,18,17,5,0,1,1,0,0,12,12,5,0,3,2,0,0,1,1,0,0,4,3,5,0,0,0,0,0,12,12,0,0,Light Heavyweight,3,112,1.8666666666666667,Orthodox,1987-07-19,193.04,213.36,205.0,Orthodox,1971-01-04,182.88,187.96,205.0,23.0,39.0,2010
Mark Munoz,Yushin Okami,1,1,0.36,0.26,0.06,1.0,0,0,0,0,0,0,Decision - Split,3,300,3 Rnd (5-5-5),John McCarthy,2010-08-01,"San Diego, California, USA",Middleweight Bout,Yushin Okami,True,False,False,False,44,16,83,22,48,19,162,101,15,1,1,1,41,13,77,16,2,2,6,6,1,1,0,0,35,13,75,18,6,3,2,1,3,0,6,3,Middleweight,3,900,15.0,Orthodox,1978-02-09,182.88,182.88,185.0,Southpaw,1981-07-21,187.96,190.5,170.0,32.0,29.0,2010
John Howard,Jake Ellenberger,0,0,0.5,0.56,0.0,0.71,1,0,0,2,0,0,TKO - Doctor's Stoppage,3,141,3 Rnd (5-5-5),Herb Dean,2010-08-01,"San Diego, California, USA",Welterweight Bout,Jake Ellenberger,False,True,False,False,34,17,67,38,60,42,138,92,1,0,7,5,26,9,48,22,5,5,19,16,3,3,0,0,19,7,20,8,12,9,19,15,3,1,28,15,Welterweight,3,741,12.35,Orthodox,1983-03-01,170.18,180.34,170.0,Orthodox,1985-03-28,175.26,180.34,170.0,27.0,25.0,2010
Tyson Griffin,Takanori Gomi,0,1,0.21,0.33,0.0,0.0,0,0,0,0,0,0,KO/TKO,1,64,3 Rnd (5-5-5),Jason Herzog,2010-08-01,"San Diego, California, USA",Lightweight Bout,Takanori Gomi,False,True,False,False,14,3,15,5,14,3,15,5,0,0,0,0,13,2,12,3,0,0,3,2,1,1,0,0,14,3,13,3,0,0,0,0,0,0,2,2,Lightweight,3,64,1.0666666666666667,Orthodox,1984-04-20,167.64000000000001,172.72,145.0,Southpaw,1978-09-22,170.18,177.8,155.0,26.0,32.0,2010
Paul Kelly,Jacob Volkmann,0,0,0.39,0.4,0.0,0.85,2,2,3,11,2,1,Decision - Unanimous,3,300,3 Rnd (5-5-5),John McCarthy,2010-08-01,"San Diego, California, USA",Lightweight Bout,Jacob Volkmann,True,False,False,False,61,24,79,32,85,45,111,61,0,0,7,6,54,19,70,25,3,2,2,2,4,3,7,5,32,6,29,7,5,3,1,1,24,15,49,24,Lightweight,3,900,15.0,Orthodox,1984-09-12,175.26,177.8,155.0,Southpaw,1980-09-05,175.26,180.34,155.0,26.0,30.0,2010
DaMarques Johnson,Matthew Riddle,0,0,0.33,0.5,0.0,0.75,0,0,0,5,0,0,KO/TKO,2,269,3 Rnd (5-5-5),Jason Herzog,2010-08-01,"San Diego, California, USA",Welterweight Bout,Matthew Riddle,False,True,False,False,27,9,83,42,37,17,127,75,2,0,4,3,23,5,78,37,2,2,5,5,2,2,0,0,18,3,10,5,3,3,4,4,6,3,69,33,Welterweight,3,569,9.483333333333333,Orthodox,1982-06-28,185.42,190.5,170.0,Southpaw,1986-01-14,185.42,187.96,170.0,28.0,24.0,2010
James Irvin,Igor Pokrajac,0,0,0.5,0.66,0.0,0.66,0,1,0,2,1,0,Submission,1,149,3 Rnd (5-5-5),Herb Dean,2010-08-01,"San Diego, California, USA",Light Heavyweight Bout,Igor Pokrajac,False,False,True,False,22,11,27,18,25,14,30,21,1,0,3,2,22,11,27,18,0,0,0,0,0,0,0,0,4,1,17,10,2,0,2,2,16,10,8,6,Light Heavyweight,3,149,2.4833333333333334,Orthodox,1978-09-12,187.96,190.5,205.0,Orthodox,1979-01-02,182.88,193.04,205.0,32.0,31.0,2010
Brian Stann,Mike Massenzio,0,0,0.59,0.45,0.0,0.55,2,2,0,4,0,0,Submission,3,190,3 Rnd (5-5-5),John McCarthy,2010-08-01,"San Diego, California, USA",Middleweight Bout,Brian Stann,False,False,True,False,72,43,11,5,152,119,33,26,0,0,9,5,54,26,9,3,15,14,1,1,3,3,1,1,20,3,7,1,13,9,1,1,39,31,3,3,Middleweight,3,790,13.166666666666666,Orthodox,1980-09-24,185.42,187.96,205.0,Southpaw,1982-11-01,187.96,185.42000000000002,185.0,30.0,28.0,2010
Darren Elkins,Charles Oliveira,0,0,0.0,0.75,1.0,0.0,0,2,0,0,0,0,Submission,1,41,3 Rnd (5-5-5),Herb Dean,2010-08-01,"San Diego, California, USA",Lightweight Bout,Charles Oliveira,False,False,True,False,4,0,4,3,4,0,4,3,1,1,0,0,4,0,3,2,0,0,0,0,0,0,1,1,4,0,1,1,0,0,0,0,0,0,3,2,Lightweight,3,41,0.6833333333333333,Orthodox,1984-05-16,177.8,180.34,145.0,Orthodox,1989-10-17,177.8,187.96,155.0,26.0,21.0,2010
Rob Kimmons,Steve Steinbeiss,0,0,0.58,0.65,0.5,0.0,2,0,2,0,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Jason Herzog,2010-08-01,"San Diego, California, USA",Middleweight Bout,Rob Kimmons,True,False,False,False,65,38,129,85,167,126,193,148,8,4,1,0,39,20,48,16,23,15,71,60,3,3,10,9,22,6,51,20,30,21,78,65,13,11,0,0,Middleweight,3,900,15.0,Orthodox,1981-01-30,177.8,185.42000000000002,185.0,Orthodox,1981-05-05,190.5,190.5,185.0,29.0,29.0,2010
Brock Lesnar,Shane Carwin,0,1,0.53,0.47,0.25,0.0,1,0,2,2,0,0,Submission,2,139,5 Rnd (5-5-5-5-5),Josh Rosenthal,2010-07-03,"Las Vegas, Nevada, USA",UFC Heavyweight Title Bout,Brock Lesnar,False,False,True,False,15,8,85,40,37,28,112,61,4,1,0,0,9,2,84,39,5,5,1,1,1,1,0,0,7,0,14,3,3,3,14,6,5,5,57,31,Heavyweight,5,439,7.316666666666666,Orthodox,1977-07-12,190.5,205.74,265.0,Orthodox,1975-01-04,187.96,203.2,265.0,33.0,35.0,2010
Chris Leben,Yoshihiro Akiyama,0,0,0.43,0.39,0.0,1.0,4,1,0,4,0,0,Submission,3,280,3 Rnd (5-5-5),Herb Dean,2010-07-03,"Las Vegas, Nevada, USA",Middleweight Bout,Chris Leben,False,False,True,False,105,46,68,27,231,162,111,62,0,0,5,5,78,31,63,24,6,3,2,1,21,12,3,2,91,37,55,21,8,4,4,1,6,5,9,5,Middleweight,3,880,14.666666666666666,Southpaw,1980-07-21,180.34,187.96,185.0,Orthodox,1975-07-29,177.8,185.42000000000002,170.0,30.0,35.0,2010
Chris Lytle,Matt Brown,0,1,0.38,0.59,0.0,0.5,4,1,1,0,0,0,Submission,2,122,3 Rnd (5-5-5),Steve Mazzagatti,2010-07-03,"Las Vegas, Nevada, USA",Welterweight Bout,Chris Lytle,False,False,True,False,49,19,42,25,72,40,46,29,1,0,2,1,39,12,26,14,10,7,11,8,0,0,5,3,40,13,33,18,9,6,8,7,0,0,1,0,Welterweight,3,422,7.033333333333333,Orthodox,1974-08-18,180.34,172.72,170.0,Orthodox,1981-01-10,182.88,190.5,170.0,36.0,29.0,2010
Krzysztof Soszynski,Stephan Bonnar,0,1,0.35,0.42,0.0,0.5,0,0,0,1,0,0,KO/TKO,2,188,3 Rnd (5-5-5),Mario Yamasaki,2010-07-03,"Las Vegas, Nevada, USA",Light Heavyweight Bout,Stephan Bonnar,False,True,False,False,90,32,112,48,91,33,151,82,2,0,4,2,82,27,97,39,0,0,8,5,8,5,7,4,50,20,50,15,40,12,46,22,0,0,16,11,Light Heavyweight,3,488,8.133333333333333,Open Stance,1977-08-02,185.42,195.58,205.0,Orthodox,1977-04-04,193.04,198.12,205.0,33.0,33.0,2010
George Sotiropoulos,Kurt Pellegrino,1,1,0.29,0.36,0.5,1.0,0,0,4,1,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Josh Rosenthal,2010-07-03,"Las Vegas, Nevada, USA",Lightweight Bout,George Sotiropoulos,True,False,False,False,162,48,108,39,199,82,141,68,2,1,3,3,152,46,98,33,9,1,4,3,1,1,6,3,141,32,87,27,6,3,11,8,15,13,10,4,Lightweight,3,900,15.0,Orthodox,1977-07-09,177.8,180.34,155.0,Orthodox,1979-05-07,172.72,177.8,155.0,33.0,31.0,2010
Brendan Schaub,Chris Tuchscherer,1,0,0.83,0.2,0.0,0.0,0,0,0,0,0,0,KO/TKO,1,67,3 Rnd (5-5-5),Herb Dean,2010-07-03,"Las Vegas, Nevada, USA",Heavyweight Bout,Brendan Schaub,False,True,False,False,12,10,5,1,17,15,5,1,0,0,0,0,12,10,4,0,0,0,0,0,0,0,1,1,4,2,5,1,2,2,0,0,6,6,0,0,Heavyweight,3,67,1.1166666666666667,Orthodox,1983-03-18,193.04,198.12,245.0,Orthodox,1975-09-08,187.96,193.04,258.0,27.0,35.0,2010
Seth Petruzelli,Ricardo Romero,1,0,0.48,0.63,0.0,0.14,2,2,0,5,0,1,Submission,2,185,3 Rnd (5-5-5),Steve Mazzagatti,2010-07-03,"Las Vegas, Nevada, USA",Light Heavyweight Bout,Ricardo Romero,False,False,True,False,62,30,30,19,76,42,36,24,1,0,7,1,57,26,24,13,3,3,6,6,2,1,0,0,33,12,14,6,10,7,1,0,19,11,15,13,Light Heavyweight,3,485,8.083333333333334,Orthodox,1979-12-03,182.88,193.04,205.0,Orthodox,1978-04-15,182.88,193.04,205.0,31.0,32.0,2010
Kendall Grove,Goran Reljic,0,0,0.31,0.25,1.0,0.6,1,1,0,2,0,1,Decision - Split,3,300,3 Rnd (5-5-5),Mario Yamasaki,2010-07-03,"Las Vegas, Nevada, USA",Middleweight Bout,Kendall Grove,True,False,False,False,89,28,56,14,146,83,73,27,1,1,5,3,75,17,37,2,10,8,9,6,4,3,10,6,62,9,42,9,19,15,5,3,8,4,9,2,Middleweight,3,900,15.0,Orthodox,1982-11-12,198.12,200.66,185.0,Southpaw,1984-03-20,190.5,205.74,205.0,28.0,26.0,2010
Gerald Harris,David Branch,0,0,0.27,0.51,1.0,0.0,0,0,0,0,0,0,KO/TKO,3,155,3 Rnd (5-5-5),Herb Dean,2010-07-03,"Las Vegas, Nevada, USA",Middleweight Bout,Gerald Harris,False,True,False,False,37,10,39,20,39,11,60,40,5,5,2,0,37,10,28,10,0,0,6,6,0,0,5,4,28,5,27,8,3,2,12,12,6,3,0,0,Middleweight,3,755,12.583333333333334,Southpaw,1979-11-19,180.34,195.58,185.0,Orthodox,1981-09-26,185.42,198.12,185.0,31.0,29.0,2010
Forrest Petz,Daniel Roberts,0,0,0.3,0.11,1.0,0.66,0,2,1,6,0,0,Decision - Split,3,300,3 Rnd (5-5-5),Steve Mazzagatti,2010-07-03,"Las Vegas, Nevada, USA",Welterweight Bout,Daniel Roberts,True,False,False,False,69,21,44,5,97,47,93,45,1,1,9,6,50,6,42,4,7,3,2,1,12,12,0,0,59,17,39,2,9,3,1,1,1,1,4,2,Welterweight,3,900,15.0,Orthodox,1975-09-22,175.26,180.34,170.0,Southpaw,1980-08-05,177.8,187.96,170.0,35.0,30.0,2010
Jon Madsen,Karlos Vemola,0,0,0.69,0.38,0.75,0.0,0,1,4,0,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Mario Yamasaki,2010-07-03,"Las Vegas, Nevada, USA",Heavyweight Bout,Jon Madsen,True,False,False,False,53,37,42,16,140,118,47,21,4,3,3,0,27,14,25,2,6,5,13,10,20,18,4,4,15,4,27,4,30,26,15,12,8,7,0,0,Heavyweight,3,900,15.0,Orthodox,1980-02-12,182.88,182.88,240.0,Orthodox,1985-07-03,182.88,190.5,185.0,30.0,25.0,2010
Court McGee,Kris McCray,0,0,0.37,0.28,0.71,0.0,1,0,5,0,0,0,Submission,2,221,3 Rnd (5-5-5),Steve Mazzagatti,2010-06-19,"Las Vegas, Nevada, USA",Ultimate Fighter 11 Middleweight Tournament Title Bout,Court McGee,False,False,True,False,59,22,66,19,84,47,96,49,7,5,0,0,51,16,53,11,6,4,11,7,2,2,2,1,37,9,50,10,13,6,16,9,9,7,0,0,Middleweight,3,521,8.683333333333334,Orthodox,1984-12-12,180.34,190.5,170.0,Orthodox,1981-09-24,182.88,193.04,170.0,26.0,29.0,2010
Keith Jardine,Matt Hamill,0,0,0.28,0.38,0.0,0.22,0,0,0,0,0,0,Decision - Majority,3,300,3 Rnd (5-5-5),Herb Dean,2010-06-19,"Las Vegas, Nevada, USA",Light Heavyweight Bout,Matt Hamill,True,False,False,False,227,65,199,77,228,66,214,90,0,0,9,2,200,45,185,67,7,4,2,1,20,16,12,9,221,62,179,64,6,3,20,13,0,0,0,0,Light Heavyweight,3,900,15.0,Orthodox,1975-10-31,187.96,193.04,185.0,Orthodox,1976-10-05,185.42,193.04,205.0,35.0,34.0,2010
Chris Leben,Aaron Simpson,0,0,0.45,0.55,0.0,0.2,0,1,0,1,0,0,KO/TKO,2,257,3 Rnd (5-5-5),Josh Rosenthal,2010-06-19,"Las Vegas, Nevada, USA",Middleweight Bout,Chris Leben,False,True,False,False,92,42,78,43,118,66,94,56,0,0,10,2,74,31,59,28,5,2,13,9,13,9,6,6,62,21,50,19,26,17,22,20,4,4,6,4,Middleweight,3,557,9.283333333333333,Southpaw,1980-07-21,180.34,187.96,185.0,Orthodox,1974-07-20,182.88,185.42000000000002,170.0,30.0,36.0,2010
Spencer Fisher,Dennis Siver,0,0,0.36,0.3,0.0,0.0,0,0,0,0,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Kim Winslow,2010-06-19,"Las Vegas, Nevada, USA",Lightweight Bout,Dennis Siver,True,False,False,False,142,52,256,77,142,52,256,77,0,0,0,0,97,21,189,31,19,12,31,15,26,19,36,31,140,51,254,76,2,1,2,1,0,0,0,0,Lightweight,3,900,15.0,Southpaw,1976-05-09,170.18,177.8,155.0,Orthodox,1979-01-13,167.64000000000001,177.8,145.0,34.0,31.0,2010
Jamie Yager,Rich Attonito,0,0,0.39,0.36,0.0,0.33,0,0,0,1,0,0,KO/TKO,2,265,3 Rnd (5-5-5),Steve Mazzagatti,2010-06-19,"Las Vegas, Nevada, USA",Middleweight Bout,Rich Attonito,False,True,False,False,74,29,65,24,76,31,79,38,1,0,3,1,57,17,60,21,5,1,2,1,12,11,3,2,68,24,49,12,5,4,1,1,1,1,15,11,Middleweight,3,565,9.416666666666666,Orthodox,1983-11-29,185.42,,185.0,Orthodox,1977-06-16,177.8,182.88,170.0,27.0,33.0,2010
John Gunderson,Mark Holst,0,0,0.52,0.12,0.5,1.0,0,3,7,1,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Josh Rosenthal,2010-06-19,"Las Vegas, Nevada, USA",Lightweight Bout,John Gunderson,True,False,False,False,59,31,16,2,117,83,19,5,8,4,1,1,51,24,13,0,5,5,2,1,3,2,1,1,21,8,15,1,2,1,1,1,36,22,0,0,Lightweight,3,900,15.0,Orthodox,1979-01-05,175.26,175.26,155.0,Orthodox,1985-08-14,182.88,,155.0,31.0,25.0,2010
Brad Tavares,Seth Baczynski,0,0,0.52,0.5,0.5,0.0,0,3,4,0,1,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Herb Dean,2010-06-19,"Las Vegas, Nevada, USA",Middleweight Bout,Brad Tavares,True,False,False,False,34,18,44,22,74,54,71,46,6,3,2,0,29,13,32,16,4,4,7,3,1,1,5,3,16,6,18,6,3,1,13,7,15,11,13,9,Middleweight,3,900,15.0,Orthodox,1987-12-21,185.42,187.96,185.0,Orthodox,1981-10-26,190.5,187.96,170.0,23.0,29.0,2010
Josh Bryant,Kyle Noke,0,1,0.2,0.56,0.0,0.0,0,0,0,0,0,0,KO/TKO,2,192,3 Rnd (5-5-5),Kim Winslow,2010-06-19,"Las Vegas, Nevada, USA",Middleweight Bout,Kyle Noke,False,True,False,False,45,9,88,50,45,9,88,50,2,0,0,0,38,7,62,28,2,1,4,4,5,1,22,18,45,9,74,43,0,0,6,4,0,0,8,3,Middleweight,3,492,8.2,Orthodox,1980-04-23,177.8,,185.0,Southpaw,1980-03-18,185.42,193.04,170.0,30.0,30.0,2010
Chris Camozzi,James Hammortree,0,0,0.55,0.3,0.0,0.5,0,1,0,1,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Josh Rosenthal,2010-06-19,"Las Vegas, Nevada, USA",Middleweight Bout,Chris Camozzi,True,False,False,False,111,62,95,29,123,71,107,40,5,0,4,2,54,17,84,21,29,21,3,2,28,24,8,6,74,39,56,14,37,23,34,13,0,0,5,2,Middleweight,3,900,15.0,Orthodox,1986-11-20,187.96,193.04,185.0,Orthodox,1983-11-29,190.5,,185.0,24.0,27.0,2010
James McSweeney,Travis Browne,0,1,0.54,0.43,0.0,0.0,0,1,0,2,0,0,KO/TKO,1,272,3 Rnd (5-5-5),Kim Winslow,2010-06-19,"Las Vegas, Nevada, USA",Heavyweight Bout,Travis Browne,False,True,False,False,11,6,44,19,12,7,55,28,0,0,0,0,4,2,40,18,3,1,3,1,4,3,1,0,11,6,17,3,0,0,0,0,0,0,27,16,Heavyweight,3,272,4.533333333333333,Switch,1980-10-24,193.04,195.58,230.0,Orthodox,1982-07-17,198.12,200.66,255.0,30.0,28.0,2010
Chuck Liddell,Rich Franklin,0,1,0.41,0.46,1.0,0.0,0,0,0,0,0,0,KO/TKO,1,295,3 Rnd (5-5-5),Herb Dean,2010-06-12,"Vancouver, British Columbia, Canada",Light Heavyweight Bout,Rich Franklin,False,True,False,False,41,17,52,24,44,19,55,27,1,1,0,0,35,12,40,14,2,2,5,4,4,3,7,6,36,14,46,20,4,2,4,2,1,1,2,2,Light Heavyweight,3,295,4.916666666666667,Orthodox,1969-12-17,187.96,193.04,205.0,Southpaw,1974-10-05,185.42,190.5,185.0,41.0,36.0,2010
Mirko Cro Cop,Pat Barry,1,2,0.42,0.37,0.0,0.0,2,0,3,0,0,0,Submission,3,270,3 Rnd (5-5-5),Yves Lavigne,2010-06-12,"Vancouver, British Columbia, Canada",Heavyweight Bout,Mirko Cro Cop,False,False,True,False,100,42,66,25,174,113,67,26,1,0,0,0,80,26,45,11,13,10,1,0,7,6,20,14,81,26,65,24,15,12,1,1,4,4,0,0,Heavyweight,3,870,14.5,Southpaw,1974-09-10,187.96,185.42000000000002,230.0,Orthodox,1979-07-07,180.34,187.96,235.0,36.0,31.0,2010
Paulo Thiago,Martin Kampmann,0,0,0.32,0.4,0.11,0.33,1,3,1,4,1,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Herb Dean,2010-06-12,"Vancouver, British Columbia, Canada",Welterweight Bout,Martin Kampmann,True,False,False,False,40,13,59,24,46,17,83,47,9,1,3,1,34,8,47,19,3,2,5,3,3,3,7,2,33,9,44,14,5,2,6,5,2,2,9,5,Welterweight,3,900,15.0,Orthodox,1981-01-25,180.34,185.42000000000002,170.0,Orthodox,1982-04-17,182.88,182.88,170.0,29.0,28.0,2010
Ben Rothwell,Gilbert Yvel,0,0,0.61,0.54,0.71,0.0,2,2,14,1,0,3,Decision - Unanimous,3,300,3 Rnd (5-5-5),Yves Lavigne,2010-06-12,"Vancouver, British Columbia, Canada",Heavyweight Bout,Ben Rothwell,True,False,False,False,72,44,61,33,167,120,102,69,7,5,1,0,58,32,56,30,14,12,4,2,0,0,1,1,8,3,10,5,10,6,15,5,54,35,36,23,Heavyweight,3,900,15.0,Orthodox,1981-10-17,193.04,198.12,265.0,Orthodox,1976-06-30,187.96,195.58,225.0,29.0,34.0,2010
Carlos Condit,Rory MacDonald,0,0,0.42,0.41,0.0,0.37,1,0,5,1,1,1,KO/TKO,3,293,3 Rnd (5-5-5),Kevin Dornan,2010-06-12,"Vancouver, British Columbia, Canada",Welterweight Bout,Carlos Condit,False,True,False,False,170,72,70,29,261,149,82,40,2,0,8,3,124,43,60,22,22,10,7,4,24,19,3,3,101,32,53,20,24,11,11,7,45,29,6,2,Welterweight,3,893,14.883333333333333,Orthodox,1984-04-26,187.96,190.5,170.0,Orthodox,1989-07-22,182.88,193.04,170.0,26.0,21.0,2010
Tyson Griffin,Evan Dunham,0,0,0.37,0.38,0.0,0.5,1,1,0,5,0,0,Decision - Split,3,300,3 Rnd (5-5-5),Herb Dean,2010-06-12,"Vancouver, British Columbia, Canada",Lightweight Bout,Evan Dunham,True,False,False,False,70,26,73,28,117,62,107,52,2,0,6,3,44,10,61,17,2,0,9,9,24,16,3,2,67,25,67,24,3,1,5,4,0,0,1,0,Lightweight,3,900,15.0,Orthodox,1984-04-20,167.64000000000001,172.72,145.0,Southpaw,1981-12-18,177.8,177.8,155.0,26.0,29.0,2010
Mac Danzig,Matt Wiman,0,0,0.5,0.33,1.0,0.0,0,2,0,1,0,1,Submission,1,105,3 Rnd (5-5-5),Yves Lavigne,2010-06-12,"Vancouver, British Columbia, Canada",Lightweight Bout,Matt Wiman,False,False,True,False,8,4,12,4,15,9,14,6,1,1,0,0,6,3,7,1,0,0,2,1,2,1,3,2,5,3,11,3,0,0,0,0,3,1,1,1,Lightweight,3,105,1.75,Orthodox,1980-01-02,172.72,177.8,155.0,Orthodox,1983-09-19,177.8,172.72,155.0,30.0,27.0,2010
David Loiseau,Mario Miranda,0,0,0.2,0.66,0.0,1.0,0,0,0,5,0,0,KO/TKO,2,247,3 Rnd (5-5-5),Tony Williamson,2010-06-12,"Vancouver, British Columbia, Canada",Middleweight Bout,Mario Miranda,False,True,False,False,10,2,63,42,11,3,194,131,0,0,3,3,8,1,54,35,1,1,8,6,1,0,1,1,8,1,5,2,2,1,6,4,0,0,52,36,Middleweight,3,547,9.116666666666667,Orthodox,1979-12-17,182.88,193.04,185.0,Orthodox,1979-07-12,190.5,187.96,185.0,31.0,31.0,2010
James Wilks,Peter Sobotta,0,0,0.47,0.26,0.2,0.16,1,2,1,1,2,1,Decision - Unanimous,3,300,3 Rnd (5-5-5),Kevin Dornan,2010-06-12,"Vancouver, British Columbia, Canada",Welterweight Bout,James Wilks,True,False,False,False,80,38,57,15,130,83,93,46,5,1,6,1,61,21,44,8,12,11,10,4,7,6,3,3,47,16,39,7,21,14,16,7,12,8,2,1,Welterweight,3,900,15.0,Orthodox,1978-05-04,185.42,190.5,170.0,Southpaw,1987-01-11,182.88,190.5,170.0,32.0,23.0,2010
Ricardo Funch,Claude Patrick,0,0,1.0,0.72,0.0,0.5,0,2,0,3,0,0,Submission,2,108,3 Rnd (5-5-5),Tony Williamson,2010-06-12,"Vancouver, British Columbia, Canada",Welterweight Bout,Claude Patrick,False,False,True,False,5,5,18,13,20,17,30,24,2,0,2,1,1,1,16,11,1,1,1,1,3,3,1,1,2,2,1,0,2,2,5,3,1,1,12,10,Welterweight,3,408,6.8,Southpaw,1980-08-14,177.8,193.04,170.0,Orthodox,1980-06-14,180.34,190.5,170.0,30.0,30.0,2010
Mike Pyle,Jesse Lennox,1,0,0.4,0.3,0.0,1.0,3,0,2,0,1,0,Submission,3,284,3 Rnd (5-5-5),Kevin Dornan,2010-06-12,"Vancouver, British Columbia, Canada",Welterweight Bout,Mike Pyle,False,False,True,False,122,49,120,37,153,77,130,45,5,0,1,1,105,34,79,14,3,3,25,10,14,12,16,13,105,41,105,32,6,2,6,2,11,6,9,3,Welterweight,3,884,14.733333333333333,Orthodox,1975-09-18,182.88,187.96,170.0,Orthodox,1982-03-10,175.26,182.88,170.0,35.0,28.0,2010
Rampage Jackson,Rashad Evans,1,0,0.36,0.55,0.0,0.25,0,0,1,2,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Herb Dean,2010-05-29,"Las Vegas, Nevada, USA",Light Heavyweight Bout,Rashad Evans,True,False,False,False,47,17,52,29,58,27,91,61,1,0,12,3,35,7,42,21,11,9,2,1,1,1,8,7,18,2,22,7,24,11,15,12,5,4,15,10,Light Heavyweight,3,900,15.0,Orthodox,1978-06-20,185.42,185.42000000000002,205.0,Orthodox,1979-09-25,182.88,190.5,205.0,32.0,31.0,2010
Michael Bisping,Dan Miller,0,0,0.33,0.23,0.0,0.25,0,0,0,0,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Steve Mazzagatti,2010-05-29,"Las Vegas, Nevada, USA",Middleweight Bout,Michael Bisping,True,False,False,False,225,76,211,50,226,77,217,56,0,0,4,1,224,75,152,21,0,0,36,11,1,1,23,18,224,75,208,49,1,1,3,1,0,0,0,0,Middleweight,3,900,15.0,Orthodox,1979-02-28,185.42,190.5,185.0,Orthodox,1981-06-30,185.42,187.96,185.0,31.0,29.0,2010
