R_fighter,B_fighter,R_KD,B_KD,R_SIG_STR_pct,B_SIG_STR_pct,R_TD_pct,B_TD_pct,R_SUB_ATT,B_SUB_ATT,R_PASS,B_PASS,R_REV,B_REV,win_by,last_round,last_round_time,Format,Referee,date,location,Fight_type,Winner,win_by_Decision,win_by_KO,win_by_Submission,win_by_Other,R_SIG_STR._att,R_SIG_STR._landed,B_SIG_STR._att,B_SIG_STR._landed,R_TOTAL_STR._att,R_TOTAL_STR._landed,B_TOTAL_STR._att,B_TOTAL_STR._landed,R_TD_att,R_TD_landed,B_TD_att,B_TD_landed,R_HEAD_att,R_HEAD_landed,B_HEAD_att,B_HEAD_landed,R_BODY_att,R_BODY_landed,B_BODY_att,B_BODY_landed,R_LEG_att,R_LEG_landed,B_LEG_att,B_LEG_landed,R_DISTANCE_att,R_DISTANCE_landed,B_DISTANCE_att,B_DISTANCE_landed,R_CLINCH_att,R_CLINCH_landed,B_CLINCH_att,B_CLINCH_landed,R_GROUND_att,R_GROUND_landed,B_GROUND_att,B_GROUND_landed,weight_class,No_of_rounds,total_time_fought(seconds),total_time_fought(minutes),R_Stance,R_DOB,R_Height,R_Reach,R_Weight,B_Stance,B_DOB,B_Height,B_Reach,B_Weight,R_age,B_age,fight_year
Todd Duffee,Mike Russow,0,1,0.28,0.31,0.0,0.0,0,0,0,0,0,0,KO/TKO,3,155,3 Rnd (5-5-5),Josh Rosenthal,2010-05-29,"Las Vegas, Nevada, USA",Heavyweight Bout,Mike Russow,False,True,False,False,182,51,44,14,182,51,45,15,0,0,9,0,171,43,44,14,10,7,0,0,1,1,0,0,173,48,44,14,9,3,0,0,0,0,0,0,Heavyweight,3,755,12.583333333333334,Orthodox,1985-12-06,190.5,200.66,260.0,Orthodox,1976-09-11,185.42,185.42000000000002,255.0,25.0,34.0,2010
Jason Brilz,Rogerio Nogueira,0,0,0.36,0.34,0.23,1.0,3,1,5,2,2,3,Decision - Split,3,300,3 Rnd (5-5-5),Yves Lavigne,2010-05-29,"Las Vegas, Nevada, USA",Light Heavyweight Bout,Rogerio Nogueira,True,False,False,False,50,18,67,23,80,41,90,42,13,3,1,1,42,16,59,16,3,2,5,4,5,0,3,3,30,7,59,18,13,5,1,1,7,6,7,4,Light Heavyweight,3,900,15.0,Orthodox,1975-07-07,180.34,180.34,205.0,Southpaw,1976-06-02,187.96,190.5,205.0,35.0,34.0,2010
Diego Sanchez,John Hathaway,0,1,0.26,0.48,0.12,0.0,0,0,0,0,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Herb Dean,2010-05-29,"Las Vegas, Nevada, USA",Welterweight Bout,John Hathaway,True,False,False,False,90,24,174,84,92,25,215,115,8,1,2,0,87,22,147,63,1,0,14,9,2,2,13,12,90,24,132,57,0,0,9,6,0,0,33,21,Welterweight,3,900,15.0,Southpaw,1981-12-31,177.8,182.88,170.0,Orthodox,1987-07-23,185.42,190.5,170.0,29.0,23.0,2010
Amir Sadollah,Dong Hyun Kim,0,0,0.26,0.75,0.0,0.75,0,0,0,7,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Steve Mazzagatti,2010-05-29,"Las Vegas, Nevada, USA",Welterweight Bout,Dong Hyun Kim,True,False,False,False,38,10,40,30,53,25,58,45,0,0,8,6,31,7,36,26,4,2,0,0,3,1,4,4,31,8,8,5,5,2,4,4,2,0,28,21,Welterweight,3,900,15.0,Orthodox,1980-08-27,177.8,187.96,170.0,Southpaw,1981-11-17,187.96,193.04,170.0,30.0,29.0,2010
Efrain Escudero,Dan Lauzon,1,0,0.34,0.23,0.0,0.0,0,0,0,0,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Josh Rosenthal,2010-05-29,"Las Vegas, Nevada, USA",Lightweight Bout,Efrain Escudero,True,False,False,False,184,64,73,17,187,67,73,17,3,0,1,0,148,40,65,10,7,4,4,3,29,20,4,4,133,41,66,15,50,23,7,2,1,0,0,0,Lightweight,3,900,15.0,Orthodox,1986-01-15,175.26,177.8,155.0,Orthodox,1988-03-30,177.8,,155.0,24.0,22.0,2010
Melvin Guillard,Waylon Lowe,1,0,0.66,0.16,0.0,0.16,0,0,0,0,0,0,KO/TKO,1,208,3 Rnd (5-5-5),Yves Lavigne,2010-05-29,"Las Vegas, Nevada, USA",Lightweight Bout,Melvin Guillard,False,True,False,False,21,14,6,1,27,20,6,1,0,0,6,1,18,11,6,1,1,1,0,0,2,2,0,0,11,4,3,0,5,5,3,1,5,5,0,0,Lightweight,3,208,3.466666666666667,Orthodox,1983-03-30,175.26,172.72,155.0,Southpaw,1980-10-31,170.18,,145.0,27.0,30.0,2010
Luiz Cane,Cyrille Diabate,1,1,0.25,0.8,0.0,0.0,0,0,1,0,0,1,KO/TKO,1,133,3 Rnd (5-5-5),Herb Dean,2010-05-29,"Las Vegas, Nevada, USA",Light Heavyweight Bout,Cyrille Diabate,False,True,False,False,16,4,21,17,18,6,23,19,2,0,0,0,15,3,17,13,0,0,2,2,1,1,2,2,14,3,18,14,1,1,1,1,1,0,2,2,Light Heavyweight,3,133,2.216666666666667,Southpaw,1981-04-24,187.96,195.58,185.0,Southpaw,1973-10-06,198.12,205.74,205.0,29.0,37.0,2010
Aaron Riley,Joe Brammer,0,0,0.44,0.34,0.37,0.5,0,0,4,0,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Steve Mazzagatti,2010-05-29,"Las Vegas, Nevada, USA",Lightweight Bout,Aaron Riley,True,False,False,False,104,46,107,37,184,124,122,51,8,3,2,1,68,17,73,20,15,11,21,14,21,18,13,3,81,27,89,29,19,16,18,8,4,3,0,0,Lightweight,3,900,15.0,Southpaw,1980-12-09,172.72,175.26,155.0,Orthodox,1983-08-23,172.72,,155.0,30.0,27.0,2010
Jesse Forbes,Ryan Jensen,1,0,0.33,0.5,1.0,0.0,1,1,1,0,0,0,Submission,1,66,3 Rnd (5-5-5),Josh Rosenthal,2010-05-29,"Las Vegas, Nevada, USA",Middleweight Bout,Ryan Jensen,False,False,True,False,9,3,6,3,9,3,6,3,1,1,0,0,8,3,6,3,1,0,0,0,0,0,0,0,6,2,6,3,0,0,0,0,3,1,0,0,Middleweight,3,66,1.1,Southpaw,1984-10-24,187.96,190.5,185.0,Orthodox,1977-09-20,185.42,193.04,185.0,26.0,33.0,2010
Lyoto Machida,Mauricio Rua,0,1,0.81,0.6,1.0,0.0,0,0,2,1,0,0,KO/TKO,1,215,5 Rnd (5-5-5-5-5),Yves Lavigne,2010-05-08,"Montreal, Quebec, Canada",UFC Light Heavyweight Title Bout,Mauricio Rua,False,True,False,False,11,9,28,17,12,10,35,24,2,2,1,0,7,6,20,11,3,3,1,1,1,0,7,5,7,5,18,7,3,3,4,4,1,1,6,6,Light Heavyweight,5,215,3.5833333333333335,Southpaw,1978-05-30,185.42,187.96,185.0,Orthodox,1981-11-25,185.42,193.04,205.0,32.0,29.0,2010
Josh Koscheck,Paul Daley,0,0,0.65,0.39,0.66,0.0,1,0,7,0,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Dan Miragliotta,2010-05-08,"Montreal, Quebec, Canada",Welterweight Bout,Josh Koscheck,True,False,False,False,29,19,28,11,93,83,31,14,6,4,0,0,21,11,26,10,7,7,2,1,1,1,0,0,10,2,22,7,0,0,3,1,19,17,3,3,Welterweight,3,900,15.0,Orthodox,1977-11-30,177.8,185.42000000000002,170.0,Orthodox,1983-02-21,175.26,193.04,170.0,33.0,27.0,2010
Sam Stout,Jeremy Stephens,1,1,0.38,0.46,0.0,0.6,1,0,0,0,0,0,Decision - Split,3,300,3 Rnd (5-5-5),Mario Yamasaki,2010-05-08,"Montreal, Quebec, Canada",Lightweight Bout,Jeremy Stephens,True,False,False,False,181,70,119,55,187,76,128,64,1,0,5,3,147,40,103,41,16,13,8,7,18,17,8,7,166,59,110,47,8,4,6,5,7,7,3,3,Lightweight,3,900,15.0,Orthodox,1984-04-23,175.26,177.8,155.0,Orthodox,1986-05-25,172.72,180.34,145.0,26.0,24.0,2010
Kevin Ferguson,Matt Mitrione,0,0,0.23,0.78,0.4,0.0,0,4,1,2,0,0,KO/TKO,2,264,3 Rnd (5-5-5),Dan Miragliotta,2010-05-08,"Montreal, Quebec, Canada",Heavyweight Bout,Matt Mitrione,False,True,False,False,21,5,56,44,30,14,75,63,5,2,0,0,13,4,40,28,7,1,5,5,1,0,11,11,20,4,27,18,0,0,6,4,1,1,23,22,Heavyweight,3,564,9.4,Orthodox,1974-02-08,187.96,,235.0,Switch,1978-07-15,190.5,200.66,265.0,36.0,32.0,2010
Patrick Cote,Alan Belcher,0,0,0.59,0.52,1.0,1.0,1,1,1,3,0,1,Submission,2,205,3 Rnd (5-5-5),Mario Yamasaki,2010-05-08,"Montreal, Quebec, Canada",Middleweight Bout,Alan Belcher,False,False,True,False,37,22,51,27,50,35,68,44,2,2,1,1,31,19,30,9,1,0,15,13,5,3,6,5,33,19,43,22,3,2,6,3,1,1,2,2,Middleweight,3,505,8.416666666666666,Orthodox,1980-02-29,180.34,180.34,170.0,Orthodox,1984-04-24,187.96,185.42000000000002,185.0,30.0,26.0,2010
Tom Lawlor,Joe Doerksen,1,0,0.45,0.46,0.0,0.0,0,1,0,1,0,0,Submission,2,130,3 Rnd (5-5-5),Yves Lavigne,2010-05-08,"Montreal, Quebec, Canada",Middleweight Bout,Joe Doerksen,False,False,True,False,92,42,94,44,97,47,103,53,2,0,1,0,90,40,76,34,2,2,12,7,0,0,6,3,73,25,80,38,18,16,14,6,1,1,0,0,Middleweight,3,430,7.166666666666667,Southpaw,1983-05-15,182.88,187.96,205.0,Orthodox,1977-10-09,182.88,190.5,185.0,27.0,33.0,2010
Marcus Davis,Jonathan Goulet,2,0,0.64,0.31,0.0,0.8,1,0,1,0,0,0,KO/TKO,2,83,3 Rnd (5-5-5),Philippe Chartier,2010-05-08,"Montreal, Quebec, Canada",Welterweight Bout,Marcus Davis,False,True,False,False,17,11,16,5,22,16,30,19,0,0,5,4,14,9,15,5,3,2,1,0,0,0,0,0,11,5,4,1,3,3,0,0,3,3,12,4,Welterweight,3,383,6.383333333333334,Southpaw,1973-08-24,177.8,177.8,170.0,Orthodox,1979-07-13,182.88,185.42000000000002,170.0,37.0,31.0,2010
TJ Grant,Johny Hendricks,0,0,0.6,0.65,0.0,1.0,0,0,0,3,0,0,Decision - Majority,3,300,3 Rnd (5-5-5),Marc-Andre Cote,2010-05-08,"Montreal, Quebec, Canada",Welterweight Bout,Johny Hendricks,True,False,False,False,111,67,81,53,123,78,111,83,1,0,8,8,78,38,63,36,25,22,3,2,8,7,15,15,75,41,54,34,36,26,16,10,0,0,11,9,Welterweight,3,900,15.0,Orthodox,1984-02-26,177.8,182.88,155.0,Southpaw,1983-09-12,175.26,175.26,185.0,26.0,27.0,2010
Joey Beltran,Tim Hague,0,0,0.6,0.5,0.0,0.28,0,0,0,1,1,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Mario Yamasaki,2010-05-08,"Montreal, Quebec, Canada",Heavyweight Bout,Joey Beltran,True,False,False,False,161,97,120,60,176,112,125,65,0,0,7,2,155,93,113,57,2,0,5,1,4,4,2,2,131,74,94,38,24,18,14,10,6,5,12,12,Heavyweight,3,900,15.0,Orthodox,1981-12-08,185.42,190.5,185.0,Orthodox,1983-05-09,193.04,193.04,260.0,29.0,27.0,2010
Yoshiyuki Yoshida,Mike Guymon,0,0,0.3,0.74,0.16,1.0,2,2,3,10,1,1,Decision - Unanimous,3,300,3 Rnd (5-5-5),Philippe Chartier,2010-05-08,"Montreal, Quebec, Canada",Welterweight Bout,Mike Guymon,True,False,False,False,23,7,79,59,28,12,149,129,6,1,3,3,19,6,63,43,4,1,12,12,0,0,4,4,19,3,29,9,1,1,13,13,3,3,37,37,Welterweight,3,900,15.0,Southpaw,1974-05-10,180.34,177.8,170.0,Orthodox,1974-09-17,182.88,187.96,170.0,36.0,36.0,2010
Jason MacDonald,John Salter,0,0,0.71,0.42,0.0,0.33,0,0,0,1,0,0,KO/TKO,1,162,3 Rnd (5-5-5),Dan Miragliotta,2010-05-08,"Montreal, Quebec, Canada",Middleweight Bout,John Salter,False,True,False,False,7,5,7,3,12,10,9,5,0,0,3,1,3,1,4,2,2,2,1,1,2,2,2,0,4,2,4,1,3,3,3,2,0,0,0,0,Middleweight,3,162,2.7,Orthodox,1975-06-03,190.5,203.2,185.0,Southpaw,1985-03-21,185.42,187.96,185.0,35.0,25.0,2010
Anderson Silva,Demian Maia,1,0,0.54,0.19,0.0,0.0,0,0,0,0,0,0,Decision - Unanimous,5,300,5 Rnd (5-5-5-5-5),Dan Miragliotta,2010-04-10,"Abu Dhabi, United Arab Emirates",UFC Middleweight Title Bout,Anderson Silva,True,False,False,False,111,61,52,10,112,62,53,11,0,0,13,0,64,29,46,9,10,6,3,0,37,26,3,1,102,57,48,8,0,0,4,2,9,4,0,0,Middleweight,5,1500,25.0,Southpaw,1975-04-14,187.96,195.58,185.0,Southpaw,1977-11-06,185.42,182.88,170.0,35.0,33.0,2010
BJ Penn,Frankie Edgar,0,0,0.27,0.26,0.0,0.07,0,0,0,0,0,0,Decision - Unanimous,5,300,5 Rnd (5-5-5-5-5),Herb Dean,2010-04-10,"Abu Dhabi, United Arab Emirates",UFC Lightweight Title Bout,Frankie Edgar,True,False,False,False,262,71,232,61,263,72,234,63,0,0,13,1,248,60,179,39,10,7,32,14,4,4,21,8,247,63,222,58,15,8,9,2,0,0,1,1,Lightweight,5,1500,25.0,Orthodox,1978-12-13,175.26,177.8,155.0,Orthodox,1981-10-16,167.64000000000001,172.72,145.0,32.0,29.0,2010
Matt Hughes,Renzo Gracie,2,0,0.56,0.31,0.0,0.0,0,0,0,0,0,0,KO/TKO,3,280,3 Rnd (5-5-5),Herb Dean,2010-04-10,"Abu Dhabi, United Arab Emirates",Welterweight Bout,Matt Hughes,False,True,False,False,123,70,109,34,124,71,109,34,1,0,1,0,81,32,86,16,6,6,18,14,36,32,5,4,100,50,103,29,22,19,6,5,1,1,0,0,Welterweight,3,880,14.666666666666666,Switch,1973-10-13,175.26,185.42000000000002,170.0,Orthodox,1967-03-11,177.8,,185.0,37.0,43.0,2010
Terry Etim,Rafael Dos Anjos,0,0,0.35,0.55,0.0,0.66,1,1,0,5,0,0,Submission,2,270,3 Rnd (5-5-5),Marc Goddard,2010-04-10,"Abu Dhabi, United Arab Emirates",Lightweight Bout,Rafael Dos Anjos,False,False,True,False,20,7,45,25,25,11,69,45,0,0,3,2,12,3,34,16,2,0,3,3,6,4,8,6,18,6,17,2,1,1,5,5,1,0,23,18,Lightweight,3,570,9.5,Orthodox,1986-01-11,185.42,185.42000000000002,155.0,Southpaw,1984-10-26,172.72,177.8,170.0,24.0,26.0,2010
Kendall Grove,Mark Munoz,1,0,0.34,0.41,0.0,0.12,3,0,1,0,1,1,KO/TKO,2,170,3 Rnd (5-5-5),Marc Goddard,2010-04-10,"Abu Dhabi, United Arab Emirates",Middleweight Bout,Mark Munoz,False,True,False,False,26,9,60,25,55,36,75,38,0,0,8,1,24,7,52,17,2,2,8,8,0,0,0,0,16,3,11,3,7,3,3,1,3,3,46,21,Middleweight,3,470,7.833333333333333,Orthodox,1982-11-12,198.12,200.66,185.0,Orthodox,1978-02-09,182.88,182.88,185.0,28.0,32.0,2010
Alexander Gustafsson,Phil Davis,0,0,0.0,0.77,0.0,0.2,0,1,0,1,0,0,Submission,1,295,3 Rnd (5-5-5),Dan Miragliotta,2010-04-10,"Abu Dhabi, United Arab Emirates",Light Heavyweight Bout,Phil Davis,False,False,True,False,5,0,18,14,5,0,34,28,2,0,5,1,4,0,8,4,1,0,4,4,0,0,6,6,1,0,2,1,4,0,6,6,0,0,10,7,Light Heavyweight,3,295,4.916666666666667,Orthodox,1987-01-15,195.57999999999998,200.66,205.0,Orthodox,1984-09-25,187.96,200.66,205.0,23.0,26.0,2010
Nick Osipczak,Rick Story,0,0,0.68,0.43,0.5,0.3,1,1,0,2,0,0,Decision - Split,3,300,3 Rnd (5-5-5),Marc Goddard,2010-04-10,"Abu Dhabi, United Arab Emirates",Welterweight Bout,Rick Story,True,False,False,False,41,28,72,31,63,49,130,83,4,2,10,3,21,9,58,21,16,15,13,10,4,4,1,0,19,8,25,5,22,20,8,6,0,0,39,20,Welterweight,3,900,15.0,Orthodox,1984-12-30,187.96,193.04,170.0,Southpaw,1984-08-28,175.26,180.34,170.0,26.0,26.0,2010
DaMarques Johnson,Brad Blackburn,1,0,0.31,0.44,0.0,0.8,1,2,1,2,1,0,KO/TKO,3,128,3 Rnd (5-5-5),Dan Miragliotta,2010-04-10,"Abu Dhabi, United Arab Emirates",Welterweight Bout,DaMarques Johnson,False,True,False,False,108,34,132,59,117,42,165,83,0,0,5,4,103,31,88,32,5,3,22,12,0,0,22,15,101,29,124,55,4,2,4,1,3,3,4,3,Welterweight,3,728,12.133333333333333,Orthodox,1982-06-28,185.42,190.5,170.0,Orthodox,1977-05-25,177.8,185.42000000000002,170.0,28.0,33.0,2010
Paul Kelly,Matt Veach,0,0,0.64,0.44,0.0,1.0,3,2,4,3,2,0,Submission,2,221,3 Rnd (5-5-5),Herb Dean,2010-04-10,"Abu Dhabi, United Arab Emirates",Lightweight Bout,Paul Kelly,False,False,True,False,73,47,9,4,145,110,14,9,0,0,1,1,67,41,8,4,6,6,1,0,0,0,0,0,19,9,6,2,5,2,0,0,49,36,3,2,Lightweight,3,521,8.683333333333334,Orthodox,1984-09-12,175.26,177.8,155.0,Orthodox,1981-05-31,180.34,,155.0,26.0,29.0,2010
Jon Madsen,Mostapha Al-Turk,0,0,0.32,0.15,1.0,0.0,0,0,0,0,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Marc Goddard,2010-04-10,"Abu Dhabi, United Arab Emirates",Heavyweight Bout,Jon Madsen,True,False,False,False,97,32,127,20,97,32,127,20,1,1,0,0,90,26,116,11,6,5,4,2,1,1,7,7,94,31,127,20,0,0,0,0,3,1,0,0,Heavyweight,3,900,15.0,Orthodox,1980-02-12,182.88,182.88,240.0,Orthodox,1973-07-14,187.96,195.58,245.0,30.0,37.0,2010
Kenny Florian,Takanori Gomi,0,0,0.27,0.17,0.5,0.0,1,0,3,0,0,0,Submission,3,172,3 Rnd (5-5-5),Mario Yamasaki,2010-03-31,"Charlotte, North Carolina, USA",Lightweight Bout,Kenny Florian,False,False,True,False,186,51,116,20,210,74,116,20,2,1,1,0,172,40,84,11,7,6,28,9,7,5,4,0,172,42,115,20,5,3,1,0,9,6,0,0,Lightweight,3,772,12.866666666666667,Southpaw,1976-05-26,177.8,187.96,145.0,Southpaw,1978-09-22,170.18,177.8,155.0,34.0,32.0,2010
Roy Nelson,Stefan Struve,1,0,0.6,0.4,0.0,0.0,0,0,0,0,0,0,KO/TKO,1,39,3 Rnd (5-5-5),Dan Miragliotta,2010-03-31,"Charlotte, North Carolina, USA",Heavyweight Bout,Roy Nelson,False,True,False,False,15,9,5,2,15,9,5,2,0,0,0,0,15,9,3,0,0,0,0,0,0,0,2,2,6,3,5,2,0,0,0,0,9,6,0,0,Heavyweight,3,39,0.65,Orthodox,1976-06-20,182.88,182.88,263.0,Orthodox,1988-02-18,210.82,213.36,265.0,34.0,22.0,2010
Nate Quarry,Jorge Rivera,0,3,0.26,0.44,0.0,0.0,0,0,0,0,0,0,KO/TKO,2,29,3 Rnd (5-5-5),Mario Yamasaki,2010-03-31,"Charlotte, North Carolina, USA",Middleweight Bout,Jorge Rivera,False,True,False,False,71,19,65,29,72,19,104,58,1,0,0,0,52,4,58,24,4,2,4,3,15,13,3,2,60,17,37,15,11,2,20,10,0,0,8,4,Middleweight,3,329,5.483333333333333,Open Stance,1972-03-18,182.88,182.88,185.0,Orthodox,1972-02-28,185.42,185.42000000000002,185.0,38.0,38.0,2010
Ross Pearson,Dennis Siver,0,0,0.33,0.17,1.0,0.4,0,0,2,1,1,1,Decision - Unanimous,3,300,3 Rnd (5-5-5),Dan Miragliotta,2010-03-31,"Charlotte, North Carolina, USA",Lightweight Bout,Ross Pearson,True,False,False,False,159,54,225,39,170,64,228,39,1,1,5,2,134,36,204,28,6,4,8,5,19,14,13,6,152,49,209,35,3,3,13,3,4,2,3,1,Lightweight,3,900,15.0,Orthodox,1984-09-26,172.72,175.26,155.0,Orthodox,1979-01-13,167.64000000000001,177.8,145.0,26.0,31.0,2010
Andre Winner,Rafaello Oliveira,0,0,0.3,0.35,0.0,0.0,0,0,0,0,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Dale Frye,2010-03-31,"Charlotte, North Carolina, USA",Lightweight Bout,Andre Winner,True,False,False,False,198,61,146,52,211,74,159,64,0,0,6,0,152,32,110,28,29,13,10,5,17,16,26,19,184,47,133,45,13,13,13,7,1,1,0,0,Lightweight,3,900,15.0,Orthodox,1981-11-09,180.34,185.42000000000002,155.0,Orthodox,1982-01-26,172.72,180.34,155.0,29.0,28.0,2010
Jacob Volkmann,Ronys Torres,0,0,0.42,0.4,0.83,0.75,0,0,1,1,0,1,Decision - Split,3,300,3 Rnd (5-5-5),Bill Clancy,2010-03-31,"Charlotte, North Carolina, USA",Lightweight Bout,Jacob Volkmann,True,False,False,False,57,24,50,20,125,79,63,32,6,5,4,3,52,19,42,13,5,5,2,2,0,0,6,5,24,3,27,8,1,1,16,7,32,20,7,5,Lightweight,3,900,15.0,Southpaw,1980-09-05,175.26,180.34,155.0,Orthodox,1975-08-13,170.18,,155.0,30.0,35.0,2010
Rob Emerson,Nik Lentz,1,0,0.32,0.47,0.0,0.28,1,1,0,10,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Dale Frye,2010-03-31,"Charlotte, North Carolina, USA",Lightweight Bout,Nik Lentz,True,False,False,False,74,24,96,46,96,45,133,79,1,0,14,4,65,16,72,26,2,2,19,16,7,6,5,4,51,11,42,12,21,11,19,12,2,2,35,22,Lightweight,3,900,15.0,Orthodox,1981-07-30,175.26,177.8,155.0,Orthodox,1984-08-13,172.72,172.72,155.0,29.0,26.0,2010
Caol Uno,Gleison Tibau,0,1,0.21,0.37,0.0,1.0,0,0,0,1,0,0,KO/TKO,1,253,3 Rnd (5-5-5),Bill Clancy,2010-03-31,"Charlotte, North Carolina, USA",Lightweight Bout,Gleison Tibau,False,True,False,False,28,6,59,22,34,10,65,26,0,0,1,1,17,2,58,21,2,0,0,0,9,4,1,1,28,6,36,6,0,0,2,1,0,0,21,15,Lightweight,3,253,4.216666666666667,Southpaw,1975-05-08,170.18,177.8,155.0,Southpaw,1983-10-07,177.8,180.34,155.0,35.0,27.0,2010
Yushin Okami,Lucio Linhares,1,0,0.69,0.18,0.0,0.0,0,0,3,0,0,0,TKO - Doctor's Stoppage,2,167,3 Rnd (5-5-5),Dale Frye,2010-03-31,"Charlotte, North Carolina, USA",Middleweight Bout,Yushin Okami,False,True,False,False,72,50,44,8,80,57,45,9,0,0,2,0,70,48,36,3,2,2,0,0,0,0,8,5,60,41,44,8,0,0,0,0,12,9,0,0,Middleweight,3,467,7.783333333333333,Southpaw,1981-07-21,187.96,190.5,170.0,Orthodox,1973-12-08,187.96,,185.0,29.0,37.0,2010
Gerald Harris,Mario Miranda,2,1,0.45,0.4,0.0,0.0,0,0,0,0,0,0,KO/TKO,1,289,3 Rnd (5-5-5),Bill Clancy,2010-03-31,"Charlotte, North Carolina, USA",Middleweight Bout,Gerald Harris,False,True,False,False,37,17,40,16,37,17,63,33,0,0,0,0,36,17,28,8,1,0,3,1,0,0,9,7,31,14,33,12,0,0,4,1,6,3,3,3,Middleweight,3,289,4.816666666666666,Southpaw,1979-11-19,180.34,195.58,185.0,Orthodox,1979-07-12,190.5,187.96,185.0,31.0,31.0,2010
Charlie Brenneman,Jason High,0,0,0.62,0.38,0.6,0.0,0,3,2,1,0,2,Decision - Unanimous,3,300,3 Rnd (5-5-5),Dale Frye,2010-03-31,"Charlotte, North Carolina, USA",Welterweight Bout,Charlie Brenneman,True,False,False,False,53,33,31,12,116,95,45,25,10,6,0,0,30,13,25,9,19,18,4,3,4,2,2,0,20,6,23,8,3,2,7,3,30,25,1,1,Welterweight,3,900,15.0,Orthodox,1981-02-09,177.8,182.88,155.0,Southpaw,1981-10-12,172.72,180.34,155.0,29.0,29.0,2010
Georges St-Pierre,Dan Hardy,0,0,0.74,0.14,1.0,0.0,6,0,26,0,1,0,Decision - Unanimous,5,300,5 Rnd (5-5-5-5-5),Kevin Mulhall,2010-03-27,"Newark, New Jersey, USA",UFC Welterweight Title Bout,Georges St-Pierre,True,False,False,False,79,59,27,4,201,174,72,42,11,11,0,0,54,35,24,3,18,17,1,0,7,7,2,1,18,10,21,1,0,0,1,0,61,49,5,3,Welterweight,5,1500,25.0,Orthodox,1981-05-19,180.34,193.04,185.0,Orthodox,1982-05-17,182.88,187.96,170.0,29.0,28.0,2010
Frank Mir,Shane Carwin,0,1,0.3,0.77,0.0,0.0,0,0,0,0,0,0,KO/TKO,1,228,5 Rnd (5-5-5-5-5),Dan Miragliotta,2010-03-27,"Newark, New Jersey, USA",UFC Interim Heavyweight Title Bout,Shane Carwin,False,True,False,False,10,3,63,49,10,3,89,74,0,0,2,0,9,2,44,31,1,1,1,1,0,0,18,17,9,2,6,1,1,1,37,33,0,0,20,15,Heavyweight,5,228,3.8,Southpaw,1979-05-24,190.5,200.66,264.0,Orthodox,1975-01-04,187.96,203.2,265.0,31.0,35.0,2010
Kurt Pellegrino,Fabricio Camoes,0,0,0.55,0.72,1.0,0.2,2,2,8,1,1,0,Submission,2,260,3 Rnd (5-5-5),Yves Lavigne,2010-03-27,"Newark, New Jersey, USA",Lightweight Bout,Kurt Pellegrino,False,False,True,False,29,16,11,8,91,71,22,19,1,1,5,1,28,16,9,6,0,0,1,1,1,0,1,1,4,0,5,3,4,2,4,4,21,14,2,1,Lightweight,3,560,9.333333333333334,Orthodox,1979-05-07,172.72,177.8,155.0,Orthodox,1978-12-23,177.8,185.42000000000002,155.0,31.0,32.0,2010
Ben Saunders,Jon Fitch,0,0,0.56,0.72,0.0,0.28,0,0,0,3,0,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Dan Miragliotta,2010-03-27,"Newark, New Jersey, USA",Welterweight Bout,Jon Fitch,True,False,False,False,30,17,99,72,44,31,247,212,0,0,7,2,17,4,65,41,6,6,20,17,7,7,14,14,14,4,20,11,16,13,32,23,0,0,47,38,Welterweight,3,900,15.0,Orthodox,1983-04-13,187.96,195.58,170.0,Orthodox,1978-02-24,182.88,193.04,170.0,27.0,32.0,2010
Jim Miller,Mark Bocek,0,0,0.34,0.37,0.5,0.5,3,1,2,7,1,0,Decision - Unanimous,3,300,3 Rnd (5-5-5),Yves Lavigne,2010-03-27,"Newark, New Jersey, USA",Lightweight Bout,Jim Miller,True,False,False,False,67,23,45,17,89,42,81,52,2,1,8,4,54,12,34,7,7,5,8,7,6,6,3,3,50,14,29,6,10,6,9,8,7,3,7,3,Lightweight,3,900,15.0,Southpaw,1983-08-30,172.72,180.34,155.0,Orthodox,1981-10-24,172.72,190.5,155.0,27.0,29.0,2010
Nate Diaz,Rory Markham,1,0,0.56,0.13,0.0,0.0,0,0,1,0,0,0,KO/TKO,1,167,3 Rnd (5-5-5),Keith Peterson,2010-03-27,"Newark, New Jersey, USA",Welterweight Bout,Nate Diaz,False,True,False,False,60,34,22,3,84,54,22,3,0,0,0,0,53,27,19,1,2,2,2,1,5,5,1,1,35,14,19,1,2,2,3,2,23,18,0,0,Welterweight,3,167,2.783333333333333,Southpaw,1985-04-16,182.88,193.04,170.0,Orthodox,1982-03-25,182.88,180.34,170.0,25.0,28.0,2010
